株ID,株名,最小,最大
2877,欧州株2877,13938,14338
2878,欧州株2878,14338,14838
2879,欧州株2879,13939,14339
2880,欧州株2880,14339,14839
2881,欧州株2881,13940,14340
2882,欧州株2882,14340,14840
2883,欧州株2883,13941,14341
2884,欧州株2884,14341,14841
2885,欧州株2885,13942,14342
2886,欧州株2886,14342,14842
2887,欧州株2887,13943,14343
2888,欧州株2888,14343,14843
2889,欧州株2889,13944,14344
2890,欧州株2890,14344,14844
2891,欧州株2891,13945,14345
2892,欧州株2892,14345,14845
2893,欧州株2893,13946,14346
2894,欧州株2894,14346,14846
2895,欧州株2895,13947,14347
2896,欧州株2896,14347,14847
2897,欧州株2897,13948,14348
2898,欧州株2898,14348,14848
2899,欧州株2899,13949,14349
2900,欧州株2900,14349,14849
2901,欧州株2901,13950,14350
2902,欧州株2902,14350,14850
2903,欧州株2903,13951,14351
2904,欧州株2904,14351,14851
2905,欧州株2905,13952,14352
2906,欧州株2906,14352,14852
2907,欧州株2907,13953,14353
2908,欧州株2908,14353,14853
2909,欧州株2909,13954,14354
2910,欧州株2910,14354,14854
2911,欧州株2911,13955,14355
2912,欧州株2912,14355,14855
2913,欧州株2913,13956,14356
2914,欧州株2914,14356,14856
2915,欧州株2915,13957,14357
2916,欧州株2916,14357,14857
2917,欧州株2917,13958,14358
2918,欧州株2918,14358,14858
2919,欧州株2919,13959,14359
2920,欧州株2920,14359,14859
2921,欧州株2921,13960,14360
2922,欧州株2922,14360,14860
2923,欧州株2923,13961,14361
2924,欧州株2924,14361,14861
2925,欧州株2925,13962,14362
2926,欧州株2926,14362,14862
2927,欧州株2927,13963,14363
2928,欧州株2928,14363,14863
2929,欧州株2929,13964,14364
2930,欧州株2930,14364,14864
2931,欧州株2931,13965,14365
2932,欧州株2932,14365,14865
2933,欧州株2933,13966,14366
2934,欧州株2934,14366,14866
2935,欧州株2935,13967,14367
2936,欧州株2936,14367,14867
2937,欧州株2937,13968,14368
2938,欧州株2938,14368,14868
2939,欧州株2939,13969,14369
2940,欧州株2940,14369,14869
2941,欧州株2941,13970,14370
2942,欧州株2942,14370,14870
2943,欧州株2943,13971,14371
2944,欧州株2944,14371,14871
2945,欧州株2945,13972,14372
2946,欧州株2946,14372,14872
2947,欧州株2947,13973,14373
2948,欧州株2948,14373,14873
2949,欧州株2949,13974,14374
2950,欧州株2950,14374,14874
2951,欧州株2951,13975,14375
2952,欧州株2952,14375,14875
2953,欧州株2953,13976,14376
2954,欧州株2954,14376,14876
2955,欧州株2955,13977,14377
2956,欧州株2956,14377,14877
2957,欧州株2957,13978,14378
2958,欧州株2958,14378,14878
2959,欧州株2959,13979,14379
2960,欧州株2960,14379,14879
2961,欧州株2961,13980,14380
2962,欧州株2962,14380,14880
2963,欧州株2963,13981,14381
2964,欧州株2964,14381,14881
2965,欧州株2965,13982,14382
2966,欧州株2966,14382,14882
2967,欧州株2967,13983,14383
2968,欧州株2968,14383,14883
2969,欧州株2969,13984,14384
2970,欧州株2970,14384,14884
2971,欧州株2971,13985,14385
2972,欧州株2972,14385,14885
2973,欧州株2973,13986,14386
2974,欧州株2974,14386,14886
2975,欧州株2975,13987,14387
2976,欧州株2976,14387,14887
2977,欧州株2977,13988,14388
2978,欧州株2978,14388,14888
2979,欧州株2979,13989,14389
2980,欧州株2980,14389,14889
2981,欧州株2981,13990,14390
2982,欧州株2982,14390,14890
2983,欧州株2983,13991,14391
2984,欧州株2984,14391,14891
2985,欧州株2985,13992,14392
2986,欧州株2986,14392,14892
2987,欧州株2987,13993,14393
2988,欧州株2988,14393,14893
2989,欧州株2989,13994,14394
2990,欧州株2990,14394,14894
2991,欧州株2991,13995,14395
2992,欧州株2992,14395,14895
2993,欧州株2993,13996,14396
2994,欧州株2994,14396,14896
2995,欧州株2995,13997,14397
2996,欧州株2996,14397,14897
2997,欧州株2997,13998,14398
2998,欧州株2998,14398,14898
2999,欧州株2999,13999,14399
3000,欧州株3000,14399,14899
