株ID,株名,配当金（一株あたり）,配当金支払い日,資本金,従業員数,タイプ（大・中・小）,書類（日・米・欧）
1571,米国株1571,113,12月27日,12577882303,1554,中,米
1572,米国株1572,151,11月11日,80819542824,2374,中,米
1573,米国株1573,201,6月16日,93332845509,1221,中,米
1574,米国株1574,169,11月9日,36601654617,1540,中,米
1575,米国株1575,199,11月11日,79860438400,2194,中,米
1576,米国株1576,46,11月27日,20621222125,2873,中,米
1577,米国株1577,249,3月4日,9626721363,4356,大,米
1578,米国株1578,248,11月10日,16649005180,1912,中,米
1579,米国株1579,161,1月12日,38988614328,3526,大,米
1580,米国株1580,191,3月9日,62129607711,4843,大,米
1581,米国株1581,163,2月4日,59205219363,4216,大,米
1582,米国株1582,36,6月30日,23826970742,3868,大,米
1583,米国株1583,298,10月17日,57008669509,4637,大,米
1584,米国株1584,288,8月2日,79097477757,3190,大,米
1585,米国株1585,26,6月2日,62934418767,1501,中,米
1586,米国株1586,231,4月3日,73118838718,677,小,米
1587,米国株1587,45,9月29日,69648096612,1822,中,米
1588,米国株1588,140,3月11日,59718089860,4784,大,米
1589,米国株1589,285,9月23日,2736098068,4508,大,米
1590,米国株1590,111,7月3日,91409135175,3471,大,米
1591,米国株1591,53,8月28日,31479993280,915,小,米
1592,米国株1592,204,10月30日,72070885448,2527,中,米
1593,米国株1593,139,7月8日,14434797163,3842,大,米
1594,米国株1594,111,12月1日,41284266181,1015,中,米
1595,米国株1595,268,10月29日,3648793076,2984,中,米
1596,米国株1596,103,9月7日,36866322458,3638,大,米
1597,米国株1597,229,5月20日,12153919752,3092,大,米
1598,米国株1598,265,10月9日,42720411975,501,小,米
1599,米国株1599,199,1月27日,55233714661,2428,中,米
1600,米国株1600,276,1月28日,58677959529,823,小,米
1601,米国株1601,263,12月28日,62019050758,3768,大,米
1602,米国株1602,10,7月11日,44918922395,3509,大,米
1603,米国株1603,59,4月28日,71230957509,2473,中,米
1604,米国株1604,285,6月15日,13630696859,2665,中,米
1605,米国株1605,146,4月2日,51892709272,2640,中,米
1606,米国株1606,235,4月25日,17007687859,2595,中,米
1607,米国株1607,52,10月22日,96830975640,2411,中,米
1608,米国株1608,80,2月17日,8299765608,3553,大,米
1609,米国株1609,44,9月15日,48360622223,1549,中,米
1610,米国株1610,263,12月9日,14440180424,3207,大,米
1611,米国株1611,136,10月16日,43362821709,3254,大,米
1612,米国株1612,288,2月5日,10826251755,2543,中,米
1613,米国株1613,153,2月14日,63293102936,1050,中,米
1614,米国株1614,270,2月8日,64305311429,1681,中,米
1615,米国株1615,17,1月30日,47241012193,4080,大,米
1616,米国株1616,221,1月26日,73588876432,273,小,米
1617,米国株1617,298,7月2日,69177407808,4526,大,米
1618,米国株1618,16,7月10日,56472022063,1755,中,米
1619,米国株1619,269,5月4日,96819513173,4233,大,米
1620,米国株1620,59,5月13日,85860838556,1412,中,米
1621,米国株1621,298,12月6日,13958540761,237,小,米
1622,米国株1622,123,7月12日,83377657187,550,小,米
1623,米国株1623,68,10月29日,96545056367,2323,中,米
1624,米国株1624,77,8月4日,23220473169,892,小,米
1625,米国株1625,229,7月9日,90638075579,1542,中,米
1626,米国株1626,95,12月2日,43079096144,3140,大,米
1627,米国株1627,218,12月5日,99644805544,1963,中,米
1628,米国株1628,140,2月19日,27098663652,3194,大,米
1629,米国株1629,162,11月14日,25894065884,4223,大,米
1630,米国株1630,266,10月31日,48963401016,3526,大,米
1631,米国株1631,255,4月27日,71303010163,3393,大,米
1632,米国株1632,291,2月27日,32204836413,3347,大,米
1633,米国株1633,155,2月28日,65682660890,510,小,米
1634,米国株1634,239,6月15日,46969153630,4189,大,米
1635,米国株1635,64,11月10日,63199479521,4958,大,米
1636,米国株1636,16,8月25日,76402706336,3959,大,米
1637,米国株1637,45,5月30日,58559968773,1118,中,米
1638,米国株1638,34,7月30日,79882911760,543,小,米
1639,米国株1639,247,9月20日,76125538139,1519,中,米
1640,米国株1640,159,4月5日,88674668461,340,小,米
1641,米国株1641,88,12月16日,32511909747,4204,大,米
1642,米国株1642,179,9月1日,48585695012,2713,中,米
1643,米国株1643,72,8月5日,16173187489,1905,中,米
1644,米国株1644,160,12月29日,91773245423,2223,中,米
1645,米国株1645,195,6月16日,99404622886,1722,中,米
1646,米国株1646,66,11月9日,35149671847,1976,中,米
1647,米国株1647,144,2月15日,86652307221,3960,大,米
1648,米国株1648,151,10月15日,30445095120,3334,大,米
1649,米国株1649,211,4月28日,6019323928,2348,中,米
1650,米国株1650,248,8月13日,25733926120,4445,大,米
1651,米国株1651,230,4月9日,75222706151,1670,中,米
1652,米国株1652,226,2月11日,43371153738,519,小,米
1653,米国株1653,218,12月6日,55884454934,4744,大,米
1654,米国株1654,284,9月21日,65235891102,3205,大,米
1655,米国株1655,90,11月23日,28407517346,353,小,米
1656,米国株1656,267,5月31日,98313892558,3654,大,米
1657,米国株1657,21,4月29日,71595067757,2502,中,米
1658,米国株1658,292,6月24日,88362827552,723,小,米
1659,米国株1659,34,8月28日,68196115332,979,小,米
1660,米国株1660,91,6月24日,68803012290,2961,中,米
1661,米国株1661,93,9月5日,38396925372,131,小,米
1662,米国株1662,218,8月26日,85795318626,1803,中,米
1663,米国株1663,53,7月4日,5555749944,3448,大,米
1664,米国株1664,177,1月26日,8314975781,1125,中,米
1665,米国株1665,174,6月20日,25486029681,4569,大,米
1666,米国株1666,187,9月24日,35670449632,1543,中,米
1667,米国株1667,225,1月19日,54229924893,3487,大,米
1668,米国株1668,213,12月14日,8265168805,4305,大,米
1669,米国株1669,215,3月19日,40542546010,2654,中,米
1670,米国株1670,253,2月22日,53960747580,1616,中,米
1671,米国株1671,233,4月11日,94021604195,2815,中,米
1672,米国株1672,50,1月29日,48053766792,4931,大,米
1673,米国株1673,188,4月11日,48624834624,597,小,米
1674,米国株1674,41,7月2日,71407538241,246,小,米
1675,米国株1675,79,6月21日,67910193080,2033,中,米
1676,米国株1676,285,4月21日,17085878835,1247,中,米
1677,米国株1677,145,8月17日,10637065579,2352,中,米
1678,米国株1678,271,10月1日,255655981,2368,中,米
1679,米国株1679,200,10月10日,93510212700,1660,中,米
1680,米国株1680,96,1月28日,58880897426,3715,大,米
1681,米国株1681,220,1月25日,33066397167,2117,中,米
1682,米国株1682,297,10月8日,42828806682,3223,大,米
1683,米国株1683,131,11月22日,56282837377,4368,大,米
1684,米国株1684,246,4月28日,51907194898,3044,大,米
1685,米国株1685,212,2月7日,59548066557,206,小,米
1686,米国株1686,221,4月20日,50624463781,3348,大,米
1687,米国株1687,47,1月21日,82901839496,528,小,米
1688,米国株1688,247,10月2日,70268112003,3670,大,米
1689,米国株1689,292,5月8日,52425372949,360,小,米
1690,米国株1690,16,7月7日,90413060277,1352,中,米
1691,米国株1691,277,7月21日,5914434113,4959,大,米
1692,米国株1692,216,3月14日,73367864159,660,小,米
1693,米国株1693,44,11月24日,38702719760,853,小,米
1694,米国株1694,161,11月12日,68370062155,1231,中,米
1695,米国株1695,129,7月26日,22650629016,2225,中,米
1696,米国株1696,71,9月9日,8623852974,3369,大,米
1697,米国株1697,214,8月27日,31729018722,3308,大,米
1698,米国株1698,160,1月5日,41627113374,1843,中,米
1699,米国株1699,162,3月11日,85963959385,2464,中,米
1700,米国株1700,144,11月8日,62759490955,4934,大,米
1701,米国株1701,189,4月11日,3324555488,2669,中,米
1702,米国株1702,14,9月6日,32497999162,4766,大,米
1703,米国株1703,255,5月3日,72527934730,3104,大,米
1704,米国株1704,245,5月8日,38996703744,4074,大,米
1705,米国株1705,22,12月30日,62361896461,4611,大,米
1706,米国株1706,196,9月11日,71713331139,4805,大,米
1707,米国株1707,109,3月20日,57364095947,1513,中,米
1708,米国株1708,70,8月24日,4801332595,3975,大,米
1709,米国株1709,12,6月28日,41670296459,4843,大,米
1710,米国株1710,20,7月18日,89004744467,1195,中,米
1711,米国株1711,101,10月24日,52173289396,185,小,米
1712,米国株1712,186,4月26日,43321343381,351,小,米
1713,米国株1713,111,6月5日,22374097945,631,小,米
1714,米国株1714,65,11月6日,58920599679,555,小,米
1715,米国株1715,72,4月3日,89809554033,2654,中,米
1716,米国株1716,130,11月28日,92282149845,991,小,米
1717,米国株1717,128,6月24日,98601312224,3072,大,米
1718,米国株1718,188,10月30日,21654045790,295,小,米
1719,米国株1719,72,12月29日,29034886009,2694,中,米
1720,米国株1720,139,10月15日,14721479943,4805,大,米
1721,米国株1721,244,4月24日,15347507126,1860,中,米
1722,米国株1722,261,8月14日,1249075813,3957,大,米
1723,米国株1723,186,2月13日,77998778258,2946,中,米
1724,米国株1724,188,12月1日,57867893674,4137,大,米
1725,米国株1725,217,2月12日,32315377172,4301,大,米
1726,米国株1726,285,4月1日,55384712304,4583,大,米
1727,米国株1727,297,3月15日,41035475622,951,小,米
1728,米国株1728,12,5月27日,69667205492,4291,大,米
1729,米国株1729,72,3月29日,72103972179,430,小,米
1730,米国株1730,224,5月15日,78387305432,2073,中,米
1731,米国株1731,136,8月25日,54700486295,4703,大,米
1732,米国株1732,89,4月28日,11185591078,1808,中,米
1733,米国株1733,107,8月2日,94533302277,1488,中,米
1734,米国株1734,185,8月22日,27071480381,861,小,米
1735,米国株1735,93,6月1日,81060898147,2960,中,米
1736,米国株1736,134,12月10日,13384101498,1947,中,米
1737,米国株1737,129,6月10日,37689716008,4529,大,米
1738,米国株1738,158,2月20日,12101370381,1440,中,米
1739,米国株1739,226,9月1日,35206534638,3586,大,米
1740,米国株1740,109,12月31日,20893128572,3540,大,米
1741,米国株1741,251,3月23日,5016699607,3403,大,米
1742,米国株1742,37,1月14日,51889966877,4495,大,米
1743,米国株1743,165,3月2日,67381339223,4825,大,米
1744,米国株1744,105,12月24日,60395092063,4818,大,米
1745,米国株1745,191,2月22日,85981047993,4571,大,米
1746,米国株1746,49,5月29日,52347236219,1717,中,米
1747,米国株1747,281,8月31日,29393570178,2711,中,米
1748,米国株1748,100,10月15日,83418817070,759,小,米
1749,米国株1749,141,6月30日,15706191296,2515,中,米
1750,米国株1750,298,6月27日,41982397284,2329,中,米
1751,米国株1751,192,3月1日,69941133448,1671,中,米
1752,米国株1752,97,9月9日,46736663529,3701,大,米
1753,米国株1753,142,1月9日,23215218369,1338,中,米
1754,米国株1754,258,10月11日,42312126045,3518,大,米
1755,米国株1755,206,2月1日,56505108794,2296,中,米
1756,米国株1756,172,3月10日,22973877807,3939,大,米
1757,米国株1757,267,2月4日,62717181861,644,小,米
1758,米国株1758,198,6月5日,65767041202,2209,中,米
1759,米国株1759,62,1月20日,32169058553,720,小,米
1760,米国株1760,294,6月26日,11544275247,4461,大,米
1761,米国株1761,41,8月3日,25647470523,4809,大,米
1762,米国株1762,264,4月18日,95482184504,1515,中,米
1763,米国株1763,239,4月14日,94277586736,1331,中,米
1764,米国株1764,140,7月8日,75635737727,671,小,米
1765,米国株1765,113,7月6日,28851539472,498,小,米
1766,米国株1766,83,11月29日,56512461263,339,小,米
1767,米国株1767,63,7月30日,22133949868,4254,大,米
1768,米国株1768,147,11月13日,89587379914,1297,中,米
1769,米国株1769,120,7月18日,5088753751,3393,大,米
1770,米国株1770,208,11月22日,44796228678,2394,中,米
1771,米国株1771,166,3月22日,98813483197,1212,中,米
1772,米国株1772,158,11月8日,21198921470,4671,大,米
1773,米国株1773,155,4月14日,44590718732,3460,大,米
1774,米国株1774,280,12月10日,30205652924,3810,大,米
1775,米国株1775,280,3月8日,75304006838,3267,大,米
1776,米国株1776,181,1月31日,27369857856,3921,大,米
1777,米国株1777,236,5月29日,55457560061,964,小,米
1778,米国株1778,61,7月15日,61862152341,2806,中,米
1779,米国株1779,25,4月7日,38627337207,2308,中,米
1780,米国株1780,31,5月17日,59604170626,3792,大,米
1781,米国株1781,88,3月30日,99505138664,3149,大,米
1782,米国株1782,243,12月1日,42200686232,295,小,米
1783,米国株1783,33,4月16日,44637452919,4249,大,米
1784,米国株1784,275,2月24日,64423711872,3179,大,米
1785,米国株1785,51,3月24日,58633314592,4662,大,米
1786,米国株1786,264,5月20日,81989281239,363,小,米
1787,米国株1787,253,4月26日,67640046046,2447,中,米
1788,米国株1788,105,11月3日,68301900866,170,小,米
1789,米国株1789,26,12月28日,67097303097,935,小,米
1790,米国株1790,54,10月12日,2038335514,502,小,米
1791,米国株1791,90,6月10日,99296545463,1808,中,米
1792,米国株1792,294,8月22日,85269770911,1309,中,米
1793,米国株1793,146,10月9日,94943666230,2891,中,米
1794,米国株1794,197,7月29日,5138086181,2264,中,米
1795,米国株1795,126,10月22日,22022508566,1933,中,米
1796,米国株1796,265,8月15日,24495104378,3705,大,米
1797,米国株1797,87,1月15日,44245534206,3291,大,米
1798,米国株1798,19,4月22日,94223611095,3776,大,米
1799,米国株1799,205,9月17日,34294470690,4316,大,米
1800,米国株1800,221,2月12日,47497697506,4084,大,米
1801,米国株1801,46,3月4日,57295936147,4120,大,米
1802,米国株1802,129,10月23日,46883297796,4887,大,米
1803,米国株1803,286,8月7日,37377831119,4569,大,米
1804,米国株1804,31,12月18日,5001151231,809,小,米
1805,米国株1805,20,6月9日,65091593245,3397,大,米
1806,米国株1806,88,3月12日,74729659438,1892,中,米
1807,米国株1807,300,5月24日,87242962124,1183,中,米
1808,米国株1808,68,11月12日,57397831806,1048,中,米
1809,米国株1809,126,6月2日,4316926712,2718,中,米
1810,米国株1810,28,11月3日,33203738872,4927,大,米
1811,米国株1811,258,8月21日,74045433429,2779,中,米
1812,米国株1812,17,7月14日,16445174269,1115,中,米
1813,米国株1813,162,1月3日,80544138011,4311,大,米
1814,米国株1814,143,12月20日,68343431949,4689,大,米
1815,米国株1815,145,9月13日,49205387593,2688,中,米
1816,米国株1816,234,2月26日,39735750042,187,小,米
1817,米国株1817,128,1月4日,9616294638,3671,大,米
1818,米国株1818,53,9月8日,20612473578,3512,大,米
1819,米国株1819,249,3月22日,86223960693,2008,中,米
1820,米国株1820,43,6月2日,89600881047,3933,大,米
1821,米国株1821,82,6月11日,68892131571,1161,中,米
1822,米国株1822,288,3月2日,8896240993,631,小,米
1823,米国株1823,35,11月11日,88750448330,547,小,米
1824,米国株1824,128,10月2日,2250308151,2894,中,米
1825,米国株1825,99,7月23日,18767264066,4803,大,米
1826,米国株1826,176,8月2日,85123452292,3311,大,米
1827,米国株1827,69,12月28日,50458307892,1489,中,米
1828,米国株1828,152,12月25日,91459870171,1689,中,米
1829,米国株1829,131,12月14日,19557572376,4137,大,米
1830,米国株1830,141,10月23日,62162286479,3951,大,米
1831,米国株1831,292,1月15日,2727349522,2628,中,米
1832,米国株1832,191,1月7日,66081612153,3758,大,米
1833,米国株1833,275,4月23日,22657323042,2932,中,米
1834,米国株1834,178,3月29日,74515080578,616,小,米
1835,米国株1835,10,12月26日,41942681498,4584,大,米
1836,米国株1836,294,3月20日,70901153399,4613,大,米
1837,米国株1837,69,7月20日,91234340452,4528,大,米
1838,米国株1838,67,8月12日,51777876936,3804,大,米
1839,米国株1839,272,5月20日,74117487573,2314,中,米
1840,米国株1840,18,10月24日,83540579013,1770,中,米
1841,米国株1841,93,4月25日,73574744625,816,小,米
1842,米国株1842,73,11月4日,99333565584,823,小,米
1843,米国株1843,82,8月10日,95208726984,1592,中,米
1844,米国株1844,97,12月6日,8421953800,1629,中,米
1845,米国株1845,214,11月3日,1431107757,3212,大,米
1846,米国株1846,216,8月21日,4449738345,2047,中,米
1847,米国株1847,146,1月14日,54336902912,1140,中,米
1848,米国株1848,242,1月15日,94273700075,2471,中,米
1849,米国株1849,106,1月6日,28222708269,2498,中,米
1850,米国株1850,17,5月16日,4047739467,3642,大,米
1851,米国株1851,299,10月24日,9099431806,1806,中,米
1852,米国株1852,147,12月15日,31474871569,3290,大,米
1853,米国株1853,185,2月10日,40862133883,4606,大,米
1854,米国株1854,130,11月28日,53339608933,4108,大,米
1855,米国株1855,24,6月9日,12182792235,3776,大,米
1856,米国株1856,275,9月17日,52566110980,4429,大,米
1857,米国株1857,264,7月3日,74905721618,2136,中,米
1858,米国株1858,10,12月11日,58706833502,1098,中,米
1859,米国株1859,254,3月27日,70933503183,4886,大,米
1860,米国株1860,22,9月14日,67211958688,1534,中,米
1861,米国株1861,118,2月23日,51595254946,108,小,米
1862,米国株1862,273,9月5日,8295332993,4134,大,米
1863,米国株1863,184,6月23日,83859561801,3099,大,米
1864,米国株1864,45,8月20日,17087089694,807,小,米
1865,米国株1865,191,10月3日,64521312074,2403,中,米
1866,米国株1866,126,6月10日,93121494209,3607,大,米
1867,米国株1867,98,9月14日,33161431267,795,小,米
1868,米国株1868,263,10月8日,1212656642,2777,中,米
1869,米国株1869,87,7月14日,34680986923,3542,大,米
1870,米国株1870,205,4月20日,7926334487,2529,中,米
1871,米国株1871,242,10月29日,38528655836,101,小,米
1872,米国株1872,196,1月12日,50791154642,2026,中,米
1873,米国株1873,261,1月21日,47033781022,547,小,米
1874,米国株1874,241,12月20日,59511254582,4173,大,米
1875,米国株1875,279,6月23日,50513984955,3137,大,米
1876,米国株1876,45,4月11日,63717214751,2099,中,米
1877,米国株1877,278,6月8日,6081124975,2441,中,米
1878,米国株1878,139,2月9日,46313727377,1404,中,米
1879,米国株1879,222,3月29日,75236368662,407,小,米
1880,米国株1880,40,8月5日,66243700898,1075,中,米
1881,米国株1881,68,10月29日,81024478975,2230,中,米
1882,米国株1882,28,6月4日,14466980132,1341,中,米
1883,米国株1883,153,8月28日,90031208940,3100,大,米
1884,米国株1884,47,8月17日,39206894695,2965,中,米
1885,米国株1885,239,1月21日,6347865591,2139,中,米
1886,米国株1886,66,1月30日,58492254641,662,小,米
1887,米国株1887,255,12月28日,61833344380,1974,中,米
1888,米国株1888,292,1月21日,55164957488,3365,大,米
1889,米国株1889,207,1月9日,66039304548,4947,大,米
1890,米国株1890,285,6月16日,61592003818,4123,大,米
1891,米国株1891,300,6月25日,48635817174,1521,中,米
1892,米国株1892,236,4月15日,77594287585,4111,大,米
1893,米国株1893,46,3月5日,70858844304,1302,中,米
1894,米国株1894,285,11月6日,6086508236,4980,大,米
1895,米国株1895,110,6月12日,79185901048,344,小,米
1896,米国株1896,51,9月6日,92389127863,2101,中,米
1897,米国株1897,60,9月3日,21321770639,1964,中,米
1898,米国株1898,246,6月24日,88416910919,1254,中,米
1899,米国株1899,73,11月16日,38314076975,2754,中,米
1900,米国株1900,196,11月18日,94915615500,2255,中,米
1901,米国株1901,97,2月10日,34986779821,2818,中,米
1902,米国株1902,155,11月5日,1352969537,3948,大,米
1903,米国株1903,253,10月15日,41413826152,3240,大,米
1904,米国株1904,242,4月12日,63502634400,3157,大,米
1905,米国株1905,279,1月31日,10650731070,3124,大,米
1906,米国株1906,149,12月21日,59817048970,302,小,米
1907,米国株1907,227,9月2日,41426002351,4097,大,米
1908,米国株1908,51,10月11日,59043552507,4750,大,米
1909,米国株1909,283,7月28日,72210950197,3736,大,米
1910,米国株1910,293,6月21日,54045751993,882,小,米
1911,米国株1911,57,7月11日,68238733252,256,小,米
1912,米国株1912,225,9月12日,73689400215,1869,中,米
1913,米国株1913,137,3月19日,83909649292,1254,中,米
1914,米国株1914,65,11月29日,40609728828,4455,大,米
1915,米国株1915,123,8月24日,53648157499,2951,中,米
1916,米国株1916,64,8月10日,23564531221,2240,中,米
1917,米国株1917,184,1月29日,98842130004,1645,中,米
1918,米国株1918,220,7月4日,77814688418,1500,中,米
1919,米国株1919,91,10月8日,27026836933,1770,中,米
1920,米国株1920,174,1月25日,8671619439,3752,大,米
1921,米国株1921,154,9月24日,28546392590,3224,大,米
1922,米国株1922,188,3月30日,1791738663,2226,中,米
1923,米国株1923,224,9月3日,21255538466,4211,大,米
1924,米国株1924,253,3月13日,70493516107,1268,中,米
1925,米国株1925,211,11月25日,40899188178,243,小,米
1926,米国株1926,197,11月27日,53663293253,4695,大,米
1927,米国株1927,261,9月3日,61044134963,2833,中,米
1928,米国株1928,27,11月7日,20893774587,4916,大,米
1929,米国株1929,260,5月16日,90764319184,3250,大,米
1930,米国株1930,95,4月22日,66016087352,1548,中,米
1931,米国株1931,280,6月16日,59929564361,617,小,米
1932,米国株1932,22,6月10日,60109106564,771,小,米
1933,米国株1933,78,5月25日,60966807401,2751,中,米
1934,米国株1934,86,7月12日,30811522872,4860,大,米
1935,米国株1935,211,8月6日,83896614606,1228,中,米
1936,米国株1936,30,7月25日,3406243535,3325,大,米
1937,米国株1937,194,12月29日,3549956612,735,小,米
1938,米国株1938,152,6月4日,20685181386,4195,大,米
1939,米国株1939,145,9月15日,33485115587,1836,中,米
1940,米国株1940,209,1月10日,43194840031,3227,大,米
1941,米国株1941,150,11月27日,715596921,4028,大,米
1942,米国株1942,201,3月4日,32670511996,2251,中,米
1943,米国株1943,247,2月7日,45837909686,551,小,米
1944,米国株1944,227,4月3日,74796380097,2253,中,米
1945,米国株1945,38,10月17日,42223982507,4835,大,米
1946,米国株1946,175,3月13日,40752800609,390,小,米
1947,米国株1947,27,6月3日,63857964867,3863,大,米
1948,米国株1948,16,5月24日,63754266066,683,小,米
1949,米国株1949,269,5月21日,83218065869,4960,大,米
1950,米国株1950,162,4月29日,85619003430,1129,中,米
1951,米国株1951,249,6月12日,72980369348,1996,中,米
1952,米国株1952,112,7月3日,66567385218,1951,中,米
1953,米国株1953,14,10月29日,54689139796,3326,大,米
1954,米国株1954,98,9月23日,31131864021,1828,中,米
1955,米国株1955,208,9月22日,37285653913,2482,中,米
1956,米国株1956,118,11月7日,48195828609,3301,大,米
1957,米国株1957,234,4月12日,30353089555,2820,中,米
1958,米国株1958,207,11月28日,44796874694,4950,大,米
1959,米国株1959,188,3月29日,45367944016,3256,大,米
1960,米国株1960,33,12月23日,75388095247,420,小,米
1961,米国株1961,233,9月4日,66076357353,3432,大,米
1962,米国株1962,276,5月29日,47911157659,124,小,米
1963,米国株1963,40,5月15日,87941093227,1246,中,米
1964,米国株1964,255,6月29日,3478296189,1111,中,米
1965,米国株1965,194,2月24日,68889475015,950,小,米
1966,米国株1966,21,11月6日,34475134495,465,小,米
1967,米国株1967,105,11月4日,64178307506,831,小,米
1968,米国株1968,86,7月19日,17143305372,1937,中,米
1969,米国株1969,59,8月25日,83535322723,2428,中,米
1970,米国株1970,202,8月11日,10139082764,2934,中,米
1971,米国株1971,148,12月19日,33790908485,1637,中,米
1972,米国株1972,156,1月15日,78450215137,2256,中,米
1973,米国株1973,136,10月19日,57502971191,4370,大,米
1974,米国株1974,175,3月14日,1103390827,2546,中,米
1975,米国株1975,292,9月27日,27732979993,4532,大,米
1976,米国株1976,272,4月4日,67798744687,2882,中,米
1977,米国株1977,203,4月17日,36524738184,3698,大,米
1978,米国株1978,296,12月21日,50968521833,64,小,米
1979,米国株1979,173,8月26日,67521575000,4532,大,米
1980,米国株1980,46,3月5日,53208168933,1111,中,米
1981,米国株1981,54,8月9日,96955127706,3571,大,米
1982,米国株1982,298,6月21日,35804683049,1429,中,米
1983,米国株1983,298,6月6日,92243958707,2050,中,米
1984,米国株1984,88,10月6日,66873179606,1092,中,米
1985,米国株1985,172,6月18日,58272037470,1241,中,米
1986,米国株1986,78,8月6日,37288964399,395,小,米
1987,米国株1987,123,1月8日,16835619174,435,小,米
1988,米国株1988,124,7月15日,87373417598,2532,中,米
1989,米国株1989,213,10月31日,87517130676,767,小,米
1990,米国株1990,171,5月25日,94087093954,2864,中,米
1991,米国株1991,172,10月8日,17462289651,588,小,米
1992,米国株1992,55,10月11日,27172012605,2419,中,米
1993,米国株1993,77,9月30日,10529723803,4060,大,米
1994,米国株1994,221,4月8日,7475473112,1458,中,米
1995,米国株1995,239,7月28日,93116237920,2906,中,米
1996,米国株1996,181,2月4日,49601342703,2573,中,米
1997,米国株1997,262,11月22日,52324742394,4041,大,米
1998,米国株1998,203,1月13日,24729974673,4193,大,米
1999,米国株1999,271,3月3日,47835138930,4349,大,米
2000,米国株2000,290,2月15日,46666368798,715,小,米
2001,欧州株2001,297,5月23日,67195239932,4181,大,欧
2002,欧州株2002,89,3月9日,69596177493,4833,大,欧
2003,欧州株2003,202,4月15日,73908919268,1867,中,欧
2004,欧州株2004,113,7月26日,50544559281,4994,大,欧
2005,欧州株2005,72,4月20日,6993834939,1418,中,欧
2006,欧州株2006,25,7月27日,92312140596,1200,中,欧
2007,欧州株2007,162,8月7日,15427303364,574,小,欧
2008,欧州株2008,71,5月16日,72973889379,1907,中,欧
2009,欧州株2009,122,11月22日,91819996155,1572,中,欧
2010,欧州株2010,123,9月10日,32110735603,4155,大,欧
2011,欧州株2011,151,2月12日,6844849126,880,小,欧
2012,欧州株2012,212,8月4日,27692788900,3463,大,欧
2013,欧州株2013,95,12月4日,26488192622,3303,大,欧
2014,欧州株2014,239,4月13日,215851312,3182,大,欧
2015,欧州株2015,192,12月25日,49417999827,4289,大,欧
2016,欧州株2016,149,2月9日,56059622847,3617,大,欧
2017,欧州株2017,81,11月24日,56203337414,4093,大,欧
2018,欧州株2018,168,2月6日,59253195265,3054,大,欧
2019,欧州株2019,284,5月14日,25368581101,202,小,欧
2020,欧州株2020,265,6月3日,4457166281,854,小,欧
2021,欧州株2021,12,6月14日,55088765322,4769,大,欧
2022,欧州株2022,63,3月23日,94392889832,2141,中,欧
2023,欧州株2023,219,3月19日,34432825400,1956,中,欧
2024,欧州株2024,92,2月21日,62427387710,1449,中,欧
2025,欧州株2025,24,8月21日,32307932307,3577,大,欧
2026,欧州株2026,129,12月12日,31067505413,1216,中,欧
2027,欧州株2027,246,11月1日,34189291131,3298,大,欧
2028,欧州株2028,194,1月2日,51775918750,2089,中,欧
2029,欧州株2029,156,2月17日,20788542273,3730,大,欧
2030,欧州株2030,250,12月11日,60782651695,536,小,欧
2031,欧州株2031,175,3月19日,61575285062,3285,大,欧
2032,欧州株2032,291,1月5日,27726500024,317,小,欧
2033,欧州株2033,272,6月11日,6779256078,4071,大,欧
2034,欧州株2034,26,7月26日,10609645655,3770,大,欧
2035,欧州株2035,252,4月9日,76507764285,1257,中,欧
2036,欧州株2036,226,3月28日,86763843977,957,小,欧
2037,欧州株2037,126,6月21日,68086164353,448,小,欧
2038,欧州株2038,106,6月9日,20979505457,262,小,欧
2039,欧州株2039,77,10月8日,64113947408,218,小,欧
2040,欧州株2040,51,8月27日,16339996199,3692,大,欧
2041,欧州株2041,135,10月15日,84822360745,1088,中,欧
2042,欧州株2042,97,6月18日,574535481,3185,大,欧
2043,欧州株2043,191,11月2日,40604474029,2174,中,欧
2044,欧州株2044,123,1月13日,96950608302,923,小,欧
2045,欧州株2045,96,10月23日,9841375967,4381,大,欧
2046,欧州株2046,133,3月29日,39789868948,3072,大,欧
2047,欧州株2047,258,11月23日,25440633755,2773,中,欧
2048,欧州株2048,264,1月25日,56365415745,2893,中,欧
2049,欧州株2049,174,1月22日,22113338092,56,小,欧
2050,欧州株2050,222,5月12日,47872159051,675,小,欧
2051,欧州株2051,48,6月29日,54025947452,4670,大,欧
2052,欧州株2052,18,3月11日,43971598867,4170,大,欧
2053,欧州株2053,290,6月15日,96151818533,830,小,欧
2054,欧州株2054,76,8月10日,67188039078,202,小,欧
2055,欧州株2055,220,4月5日,80386357815,89,小,欧
2056,欧州株2056,132,8月20日,82858953627,4028,大,欧
2057,欧州株2057,91,5月14日,60231955733,2775,中,欧
2058,欧州株2058,120,8月19日,56412149931,3919,大,欧
2059,欧州株2059,74,3月3日,79517314189,90,小,欧
2060,欧州株2060,231,4月9日,62910856003,1409,中,欧
2061,欧州株2061,82,10月17日,47034428528,4745,大,欧
2062,欧州株2062,283,12月19日,59511900598,547,小,欧
2063,欧州株2063,47,10月4日,87599602802,215,小,欧
2064,欧州株2064,77,5月26日,93789221819,1686,中,欧
2065,欧州株2065,282,7月26日,90578201957,1085,中,欧
2066,欧州株2066,134,10月30日,86784999211,2683,中,欧
